      0.0000000000      0.0000000000      0.0002693350
      0.0913394532      0.0212094747      0.0303174692
      0.1824154778      0.0734783288      0.0186848879
      0.2736306924      0.1381056351      0.0051679836
      0.3651049041      0.1954922059      0.0013872846
      0.4563650385      0.2285295726      0.0159908526
      0.5436342526      0.2285297062      0.0159945454
      0.6348953077      0.1954920938      0.0013854299
      0.7263691916      0.1381057157      0.0051688909
      0.8175845092      0.0734783361      0.0186851538
      0.9086606404      0.0212094311      0.0303167886
      1.0000000000      0.0000000006      0.0002583411
